Run number,Date,Duration,Events,Current,Beam Energy,Target,Solenoid,Torus,Trigger,RCDB comment,Type,Adittional comment,Log DAQ,Log Monitoring plots,Log Online reconstruction,Log Strip charts,
20017,2024-03-19 2:11:11,1:53:01,"50,961,486",85 nA,"10,547.3",IN,C,-1.00,-1.00,rge_noDC_v1.0_200MeV,,good,Empty D2 / BMT Sec3 L4 trip,https://logbooks.jlab.org/entry/4268751,https://logbooks.jlab.org/entry/4268761,https://logbooks.jlab.org/entry/4268783,https://logbooks.jlab.org/entry/4268782
20018,2024-03-19 4:08:54,3:02:33,"80,495,647",85 nA,"10,547.3",IN,C,-1.00,-1.00,rge_noDC_v1.0_200MeV,,good,,https://logbooks.jlab.org/entry/4268784,https://logbooks.jlab.org/entry/4268795,https://logbooks.jlab.org/entry/4268825,https://logbooks.jlab.org/entry/4268824
20019,2024-03-19 7:17:19,1:12:37,"16,693,420",85 nA,"10,547.3",IN,C,-1.00,-1.00,rge_noDC_v1.0_200MeV,prod67,good,,https://logbooks.jlab.org/entry/4268881,https://logbooks.jlab.org/entry/4268882,,https://logbooks.jlab.org/entry/4268886
20041,2024-03-20 10:42:02,0:27:49,"10,616,833",30 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_noDC_v1.0_200MeV,30 to 60 nA,good,"at 30 nA DC occ below 3.5% / at 40 nA, DC occ at 6-7%",https://logbooks.jlab.org/entry/4269655,https://logbooks.jlab.org/entry/4269660,,
20042,2024-03-20 11:14:28,0:44:51,"21,140,272",60 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_noDC_v1.0_200MeV,,good,stopped run because DAQ problem (roc tdpcal2),https://logbooks.jlab.org/entry/4269672,https://logbooks.jlab.org/entry/4269677,,https://logbooks.jlab.org/entry/4269684
20044,2024-03-20 14:11:56,0:07:29,"5,258,769",60 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_noDC_v1.0_200MeV,,good,stopped run to cahnge FTOF and CTOD HV voltages,https://logbooks.jlab.org/entry/4269748,,,
20045,2024-03-20 14:32:33,1:15:19,"39,242,533",60 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_noDC_v1.0_200MeV,rge_noDC_v1.0_200MeV,good,last 15 min without beam,https://logbooks.jlab.org/entry/4269751,https://logbooks.jlab.org/entry/4269757,,https://logbooks.jlab.org/entry/4269785
20046,2024-03-20 15:55:39,2:17:55,"41,118,274",60 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4269804,https://logbooks.jlab.org/entry/4269795,https://logbooks.jlab.org/entry/4269848,https://logbooks.jlab.org/entry/4269844
20047,2024-03-20 18:17:55,2:11:12,"40,168,291",65 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4269847,https://logbooks.jlab.org/entry/4269850,,https://logbooks.jlab.org/entry/4269895
20048,2024-03-20 20:34:50,1:55:18,"40,382,090",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,rebooted all the rocs after the run (including tdcband1),https://logbooks.jlab.org/entry/4269900,https://logbooks.jlab.org/entry/4269931,,https://logbooks.jlab.org/entry/4269938
20056,2024-03-21 1:52:07,0:31:27,"3,891,195",60 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,beam problems / last 15 with no beam,https://logbooks.jlab.org/entry/4270012,https://logbooks.jlab.org/entry/4270011,,https://logbooks.jlab.org/entry/4270013
20059,2024-03-21 5:43:03,2:17:09,"38,110,331",60 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,,https://logbooks.jlab.org/entry/4270087,https://logbooks.jlab.org/entry/4270112,,https://logbooks.jlab.org/entry/4270114
20060,2024-03-21 9:43:49,0:16:27,"5,804,422",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,alarm on triger rates,,https://logbooks.jlab.org/entry/4270162,,https://logbooks.jlab.org/entry/4270164
20075,2024-04-04 1:17:59,2:16:09,"47,658,686",70 nA,"10,547.3",IN,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,several acc magnets tripped,https://logbooks.jlab.org/entry/4273672,https://logbooks.jlab.org/entry/4273673,https://logbooks.jlab.org/entry/4273699,
20077,2024-04-04 14:26:32,2:43:33,"48,818,752",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,!st run after Torus recovery,prod,,https://logbooks.jlab.org/entry/4273984,https://logbooks.jlab.org/entry/4273987,https://logbooks.jlab.org/entry/4274049,https://logbooks.jlab.org/entry/4274050
20078,2024-04-04 17:30:27,1:06:20,"22,803,613",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,ended run early due to busy adcftof2,prod,BMT HV reduced because of tripping,https://logbooks.jlab.org/entry/4274059,https://logbooks.jlab.org/entry/4274064,https://logbooks.jlab.org/entry/4274088,https://logbooks.jlab.org/entry/4274089
20079,2024-04-04 18:43:54,0:27:04,"7,481,812",,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,end because busy adcftof2,https://logbooks.jlab.org/entry/4274093,https://logbooks.jlab.org/entry/4274106,https://logbooks.jlab.org/entry/4274107,https://logbooks.jlab.org/entry/4274108
20080,2024-04-04 19:16:01,2:59:37,"62,525,873",,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,,https://logbooks.jlab.org/entry/4274112,https://logbooks.jlab.org/entry/4274126,https://logbooks.jlab.org/entry/4274170,https://logbooks.jlab.org/entry/4274171
20081,2024-04-04 22:22:46,2:11:30,"31,179,258",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Prod,prod,,https://logbooks.jlab.org/entry/4274176,https://logbooks.jlab.org/entry/4274263,,https://logbooks.jlab.org/entry/4274260
20082,2024-04-05 0:39:01,2:52:49,"56,678,641",70,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Prod,prod,,https://logbooks.jlab.org/entry/4274261,https://logbooks.jlab.org/entry/4274280,https://logbooks.jlab.org/entry/4274338,https://logbooks.jlab.org/entry/4274337
20083,2024-04-05 3:36:03,1:12:20,"24,455,042",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,prod,prod,DAQ problem,https://logbooks.jlab.org/entry/4274339,https://logbooks.jlab.org/entry/4274342,https://logbooks.jlab.org/entry/4274359,https://logbooks.jlab.org/entry/4274358
20084,2024-04-05 5:15:50,1:56:47,"40,813,819",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,DAQ problem,https://logbooks.jlab.org/entry/4274371,https://logbooks.jlab.org/entry/4274372,,https://logbooks.jlab.org/entry/4274407
20085,2024-04-05 7:18:07,3:02:52,"62,117,150",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Good run,prod,,https://logbooks.jlab.org/entry/4274410,https://logbooks.jlab.org/entry/4274417,,https://logbooks.jlab.org/entry/4274483
20086,2024-04-05 10:25:07,2:00:40,"41,573,106",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,DAQ issues at the end of the run,prod,DAQ problem at the end,https://logbooks.jlab.org/entry/4274484,https://logbooks.jlab.org/entry/4274490,https://logbooks.jlab.org/entry/4274489,https://logbooks.jlab.org/entry/4274519
20089,2024-04-05 12:57:43,1:59:01,"38,681,089",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Good run but tdcpcal6 issues at the end of the run,prod,,https://logbooks.jlab.org/entry/4274533,https://logbooks.jlab.org/entry/4274542,https://logbooks.jlab.org/entry/4274593,https://logbooks.jlab.org/entry/4274591
20090,2024-04-05 15:00:11,2:37:51,"57,769,216",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,CND camac1 alarm / changed CFD thresholds to zero / ended run later due tdcpval6 roc busy,https://logbooks.jlab.org/entry/4274596,https://logbooks.jlab.org/entry/4274612,https://logbooks.jlab.org/entry/4274672,https://logbooks.jlab.org/entry/4274673
20091,2024-04-05 17:44:35,1:43:05,"27,831,988",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,rocdc62 issue,https://logbooks.jlab.org/entry/4274675,https://logbooks.jlab.org/entry/4274681,https://logbooks.jlab.org/entry/4274712,https://logbooks.jlab.org/entry/4274711
20094,2024-04-05 21:58:41,0:52:36,"16,362,845",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,,https://logbooks.jlab.org/entry/4274768,https://logbooks.jlab.org/entry/4274775,https://logbooks.jlab.org/entry/4274790,https://logbooks.jlab.org/entry/4274789
20095,2024-04-05 23:09:36,2:57:58,"53,020,620",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,recurring beam trips in the last half hour,https://logbooks.jlab.org/entry/4274800,https://logbooks.jlab.org/entry/4274807,https://logbooks.jlab.org/entry/4274869,https://logbooks.jlab.org/entry/4274868
20096,2024-04-06 2:23:58,0:22:09,"6,475,932",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,en run due to tdcpcal6 busy,https://logbooks.jlab.org/entry/4274877,https://logbooks.jlab.org/entry/4274883,https://logbooks.jlab.org/entry/4274887,https://logbooks.jlab.org/entry/4274885
20097,2024-04-06 2:52:32,3:03:59,"64,273,535",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4274886,https://logbooks.jlab.org/entry/4274896,https://logbooks.jlab.org/entry/4274934,https://logbooks.jlab.org/entry/4274933
20098,2024-04-06 5:59:11,2:40:11,"51,151,919",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,tdcpcal6 busy,https://logbooks.jlab.org/entry/4274935,https://logbooks.jlab.org/entry/4274949,https://logbooks.jlab.org/entry/4274995,https://logbooks.jlab.org/entry/4274994
20100,2024-04-06 9:17:53,0:57:52,"19,981,936",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Good run / tdcpcal6 issue at the end,prod,tdcpcal6 busy,https://logbooks.jlab.org/entry/4275008,https://logbooks.jlab.org/entry/4275013,https://logbooks.jlab.org/entry/4275036,.
20101,2024-04-06 10:22:00,0:23:15,"6,662,204",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,tdcpcal6 pb at the end of the run,prod,tdcpcal6 busy,https://logbooks.jlab.org/entry/4275049,https://logbooks.jlab.org/entry/4275063,,https://logbooks.jlab.org/entry/4275086
20104,2024-04-06 11:41:21,1:54:33,"40,011,868",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,good run,prod,tdcpcal6 busy,https://logbooks.jlab.org/entry/4275121,https://logbooks.jlab.org/entry/4275137,https://logbooks.jlab.org/entry/4275185,https://logbooks.jlab.org/entry/4275180
20105,2024-04-06 13:39:28,0:26:12,"7,761,423",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,tdcpcal6 issue at the end of the run,prod,,https://logbooks.jlab.org/entry/4275183,https://logbooks.jlab.org/entry/4275192,,https://logbooks.jlab.org/entry/4275191
20107,2024-04-06 14:39:57,2:52:01,"59,507,027",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,,https://logbooks.jlab.org/entry/4275239,https://logbooks.jlab.org/entry/4275254,https://logbooks.jlab.org/entry/4275314,https://logbooks.jlab.org/entry/4275316
20108,2024-04-06 17:37:57,1:35:05,"29,921,677",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production run,prod,BMT HV SEC1 L4 Strip got an HV trip / adcecal4 busy,https://logbooks.jlab.org/entry/4275323,https://logbooks.jlab.org/entry/4275328,https://logbooks.jlab.org/entry/4275383,https://logbooks.jlab.org/entry/4275382
20111,2024-04-06 19:38:29,3:10:32,"62,645,304",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production run,prod,,https://logbooks.jlab.org/entry/4275413,https://logbooks.jlab.org/entry/4275423,https://logbooks.jlab.org/entry/4275494,https://logbooks.jlab.org/entry/4275495
20112,2024-04-06 22:53:34,3:04:59,"61,813,047",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production run,prod,HV trip BMT SEC2 L4 STRIP,https://logbooks.jlab.org/entry/4275497,https://logbooks.jlab.org/entry/4275505,https://logbooks.jlab.org/entry/4275561,https://logbooks.jlab.org/entry/4275562
20113,2024-04-07 2:01:04,3:02:37,"62,390,642",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4275563,https://logbooks.jlab.org/entry/4275569,https://logbooks.jlab.org/entry/4275620,https://logbooks.jlab.org/entry/4275619
20114,2024-04-07 5:06:15,2:14:16,"33,306,909",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,tdcpcal6 100% busy,https://logbooks.jlab.org/entry/4275622,https://logbooks.jlab.org/entry/4275628,,https://logbooks.jlab.org/entry/4275688
20116,2024-04-07 7:33:24,0:23:19,"6,863,127",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,"CND alarm, CAMAC crate not responding",https://logbooks.jlab.org/entry/4275689,https://logbooks.jlab.org/entry/4275698,,
20117,2024-04-07 8:00:25,1:37:18,"32,893,585",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production / tdcpcal6 issue at the end,prod,adcecal3 busy and tdpcal6 100% busy,https://logbooks.jlab.org/entry/4275700,https://logbooks.jlab.org/entry/4275707,https://logbooks.jlab.org/entry/4275738,https://logbooks.jlab.org/entry/4275737
20118,2024-04-07 9:44:47,3:03:07,"61,033,830",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Good run,prod,,https://logbooks.jlab.org/entry/4275742,https://logbooks.jlab.org/entry/4275746,https://logbooks.jlab.org/entry/4275798,
20119,2024-04-07 12:51:50,0:54:12,"17,913,215",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,good run but probably tdcecal4 issues,prod,,https://logbooks.jlab.org/entry/4275799,https://logbooks.jlab.org/entry/4275814,https://logbooks.jlab.org/entry/4275837,https://logbooks.jlab.org/entry/4275836
20120,2024-04-07 13:53:58,0:18:23,"3,676,726",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Good run but adcpcal1 pbs at the end,prod,,https://logbooks.jlab.org/entry/4275853,https://logbooks.jlab.org/entry/4275855,,
20121,2024-04-07 14:23:32,2:58:26,"63,185,557",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production run,prod,,https://logbooks.jlab.org/entry/4275863,https://logbooks.jlab.org/entry/4275873,https://logbooks.jlab.org/entry/4275934,https://logbooks.jlab.org/entry/4275933
20123,2024-04-07 17:47:17,1:30:24,"31,159,338",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production run,prod,HV trip on BMT HV sector 1 L4 strip,https://logbooks.jlab.org/entry/4275956,https://logbooks.jlab.org/entry/4275967,https://logbooks.jlab.org/entry/4275996,https://logbooks.jlab.org/entry/4275995
20124,2024-04-07 19:22:40,0:18:47,"5,204,181",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production run,maybe,tdcpcal6 got 100 busy / DC occupancy in sector 5 region 3 going to 10%,https://logbooks.jlab.org/entry/4275999,https://logbooks.jlab.org/entry/4276002,https://logbooks.jlab.org/entry/4276004,https://logbooks.jlab.org/entry/4276008
20125,2024-04-07 19:47:34,0:42:02,"11,522,617",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production run,maybe,DC occupancy in sector 5 region 3 going to 10%,https://logbooks.jlab.org/entry/4276011,https://logbooks.jlab.org/entry/4276014,https://logbooks.jlab.org/entry/4276023,https://logbooks.jlab.org/entry/4276022
20126,2024-04-07 20:36:14,3:01:44,"65,194,142",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production run,prod,,https://logbooks.jlab.org/entry/4276031,https://logbooks.jlab.org/entry/4276038,https://logbooks.jlab.org/entry/4276095,https://logbooks.jlab.org/entry/4276094
20127,2024-04-07 23:42:44,3:01:20,"64,249,138",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,Production run,prod,,https://logbooks.jlab.org/entry/4276098,https://logbooks.jlab.org/entry/4276107,https://logbooks.jlab.org/entry/4276161,https://logbooks.jlab.org/entry/4276162
20128,2024-04-08 2:49:06,3:01:33,"59,023,215",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4276166,https://logbooks.jlab.org/entry/4276198,https://logbooks.jlab.org/entry/4276232,https://logbooks.jlab.org/entry/4276233
20129,2024-04-08 5:55:08,2:27:09,"42,848,813",70 nA,"10,547.3",OUT,LD2 + Pb,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,BMT HV SEC3 L4 STRIP tripped,https://logbooks.jlab.org/entry/4276235,https://logbooks.jlab.org/entry/4276247,https://logbooks.jlab.org/entry/4276305,https://logbooks.jlab.org/entry/4276304
20131,2024-04-11 0:53:41,1:24:10,"38,269,549",85na,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,issue with ftof adc sector 2,prod,BMT HV SEC3 L4 STRIP tripped,https://logbooks.jlab.org/entry/4277839,https://logbooks.jlab.org/entry/4277842,https://logbooks.jlab.org/entry/4277858,https://logbooks.jlab.org/entry/4277859
20132,2024-04-11 2:24:00,0:39:32,"19,439,812",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,stopped trigger bit low rate,prod,stopped due to low rate in Trigger bits 2 and 16,https://logbooks.jlab.org/entry/4277860,https://logbooks.jlab.org/entry/4277870,https://logbooks.jlab.org/entry/4277873,https://logbooks.jlab.org/entry/4277872
20133,2024-04-11 3:09:04,2:35:44,"63,008,293",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,,https://logbooks.jlab.org/entry/4277876,https://logbooks.jlab.org/entry/4277887,https://logbooks.jlab.org/entry/4277914,https://logbooks.jlab.org/entry/4277917
20134,2024-04-11 6:38:02,1:43:59,"46,230,915",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,,prod,BMT HV SEC2 L4 STRIP / BMT HV SEC3 L4 STRIP,,https://logbooks.jlab.org/entry/4277937,https://logbooks.jlab.org/entry/4277980,
20135,2024-04-12 0:07:40,2:00:42,"37,500,820",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,production,prod,"ramping up the beam. 25, 50 and 85nA",https://logbooks.jlab.org/entry/4278327,https://logbooks.jlab.org/entry/4278335,https://logbooks.jlab.org/entry/4278388,https://logbooks.jlab.org/entry/4278387
20136,2024-04-12 2:22:06,3:00:17,"77,432,462",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,BMT S3L4 strip in trip,https://logbooks.jlab.org/entry/4278401,https://logbooks.jlab.org/entry/4278405,https://logbooks.jlab.org/entry/4278450,https://logbooks.jlab.org/entry/4278448
20137,2024-04-12 5:34:28,2:19:12,"69,333,263",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4278466,https://logbooks.jlab.org/entry/4278470,https://logbooks.jlab.org/entry/4278523,https://logbooks.jlab.org/entry/4278520
20138,2024-04-12 8:06:24,1:39:37,"44,426,460",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4278536,https://logbooks.jlab.org/entry/4278534,https://logbooks.jlab.org/entry/4278584,https://logbooks.jlab.org/entry/4278583
20139,2024-04-12 9:54:26,1:14:11,"35,882,655",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,BMT HV SEC3 L4 STRIP tripped / CND alarm camac1,https://logbooks.jlab.org/entry/4278592,https://logbooks.jlab.org/entry/4278595,https://logbooks.jlab.org/entry/4278636,https://logbooks.jlab.org/entry/4278634
20140,2024-04-12 11:31:56,0:42:58,"19,291,803",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,roc adcecal6 is busy,https://logbooks.jlab.org/entry/4278668,https://logbooks.jlab.org/entry/4278690,https://logbooks.jlab.org/entry/4278705,https://logbooks.jlab.org/entry/4278710
20141,2024-04-12 12:19:18,0:48:06,"24,717,894",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,adcpcal4 100% busy,https://logbooks.jlab.org/entry/4278713,https://logbooks.jlab.org/entry/4278716,https://logbooks.jlab.org/entry/4278740,https://logbooks.jlab.org/entry/4278739
20142,2024-04-12 13:17:16,2:27:01,"71,889,141",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,BMT HV SEC3 L4 STRIP tripped / adcftof3 100% busy,https://logbooks.jlab.org/entry/4278743,https://logbooks.jlab.org/entry/4278761,https://logbooks.jlab.org/entry/4278801,https://logbooks.jlab.org/entry/4278800
20143,2024-04-12 15:49:18,1:17:35,"37,882,296",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production / tdcpcal6 problem at the end,prod,tdcpcal6 busy,https://logbooks.jlab.org/entry/4278807,https://logbooks.jlab.org/entry/4278818,,
20144,2024-04-12 17:14:09,3:10:00,"74,900,765",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,DC S3_R1_SL2 tripped,https://logbooks.jlab.org/entry/4278854,https://logbooks.jlab.org/entry/4278861,,https://logbooks.jlab.org/entry/4278936
20145,2024-04-12 20:27:25,2:03:32,"59,952,507",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Productiom - Rich scaler issue at thee end,prod,MVT Sec2 L4 trip / Rich scaler alarm,https://logbooks.jlab.org/entry/4278937,https://logbooks.jlab.org/entry/4278945,https://logbooks.jlab.org/entry/4278969,https://logbooks.jlab.org/entry/4278970
20148,2024-04-12 23:17:07,2:25:43,"67,629,637",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,2C21A is slowly drifting to lower values,https://logbooks.jlab.org/entry/4278994,https://logbooks.jlab.org/entry/4278993,https://logbooks.jlab.org/entry/4279025,https://logbooks.jlab.org/entry/4279024
20149,2024-04-13 1:47:21,2:42:21,"77,450,578",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4279028,https://logbooks.jlab.org/entry/4279030,https://logbooks.jlab.org/entry/4279064,https://logbooks.jlab.org/entry/4279063
20150,2024-04-13 4:57:35,3:03:33,"90,026,189",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,Production,prod,,https://logbooks.jlab.org/entry/4279078,https://logbooks.jlab.org/entry/4279081,https://logbooks.jlab.org/entry/4279130,https://logbooks.jlab.org/entry/4279129
20151,2024-04-13 8:05:57,1:44:36,"51,728,617",85 nA,"10,547.3",OUT,LD2 + C,-1.00,-1.00,rge_inb_v1.0_200MeV,adcpcal6 was 100% at the end,prod,small fluctuations of beam positions,https://logbooks.jlab.org/entry/4279135,https://logbooks.jlab.org/entry/4279148,,
